Date,Fentanyl,LSD,Codeine,Morphine,MDMA,Methamphetamine,Xylazine,Oxymorphone,Gabapentin,Kratom,Ketamine,Tramadol,Oxycodone,Hydrocodone,Diphenhydramine
2021-12-02 23:24:34.457313,36,91,310,264,85,7,165,24,73,232,50,172,256,241,194
2021-12-03 23:24:34.457313,2,72,302,229,78,57,136,13,63,193,92,162,301,218,168
2021-12-04 23:24:34.457313,12,145,303,268,104,50,106,33,85,194,81,127,251,227,190
2021-12-05 23:24:34.457313,50,94,286,270,126,55,106,34,40,229,89,132,277,203,178
2021-12-06 23:24:34.457313,32,90,322,247,93,17,106,26,74,162,61,138,243,243,197
2021-12-07 23:24:34.457313,40,98,268,222,122,10,114,51,81,177,64,154,277,220,194
2021-12-08 23:24:34.457313,55,116,275,276,121,71,110,22,85,224,103,126,238,204,185
2021-12-09 23:24:34.457313,41,137,272,267,119,32,120,76,31,226,91,117,259,216,145
2021-12-10 23:24:34.457313,10,98,302,258,121,0,86,30,58,220,46,111,234,211,170
2021-12-11 23:24:34.457313,43,129,290,275,104,25,60,64,79,230,60,131,286,233,198
2021-12-12 23:24:34.457313,22,111,295,254,103,0,91,22,114,185,103,157,263,203,167
2021-12-13 23:24:34.457313,61,126,298,264,123,52,100,34,82,179,55,119,248,220,194
2021-12-14 23:24:34.457313,67,139,247,283,120,20,108,27,34,183,48,145,280,233,128
2021-12-15 23:24:34.457313,19,79,276,255,82,10,6,6,15,189,119,128,239,208,176
2021-12-16 23:24:34.457313,58,94,280,253,102,22,96,36,57,168,97,133,272,182,198
2021-12-17 23:24:34.457313,57,119,298,247,52,0,110,46,35,215,72,126,258,226,153
2021-12-18 23:24:34.457313,54,140,280,252,76,31,127,22,52,196,60,129,265,208,189
2021-12-19 23:24:34.457313,13,121,241,233,125,34,86,72,31,207,84,157,259,215,170
2021-12-20 23:24:34.457313,1,107,275,243,103,11,79,47,88,191,83,143,224,192,158
2021-12-21 23:24:34.457313,0,82,289,259,122,0,108,18,65,183,74,144,243,206,130
2021-12-22 23:24:34.457313,0,57,235,252,79,6,67,20,66,209,53,151,229,234,153
2021-12-23 23:24:34.457313,25,120,273,266,78,41,62,25,70,220,105,143,250,191,174
2021-12-24 23:24:34.457313,24,99,330,243,107,41,102,10,77,180,58,145,251,236,154
2021-12-25 23:24:34.457313,0,93,262,283,114,28,80,73,68,181,51,124,247,175,155
2021-12-26 23:24:34.457313,34,113,271,283,87,54,90,44,88,183,84,154,257,203,151
2021-12-27 23:24:34.457313,17,136,282,243,113,55,87,61,85,199,124,139,242,248,148
2021-12-28 23:24:34.457313,46,112,264,280,63,45,118,19,57,180,72,123,226,193,145
2021-12-29 23:24:34.457313,45,97,270,282,82,52,72,31,32,193,49,104,234,231,168
2021-12-30 23:24:34.457313,31,124,296,238,123,0,52,65,12,174,91,143,245,232,155
2021-12-31 23:24:34.457313,29,107,272,227,62,6,68,0,66,166,99,141,267,175,177
2022-01-01 23:24:34.457313,7,91,247,238,102,37,41,58,72,204,55,132,275,178,104
2022-01-02 23:24:34.457313,0,135,301,240,95,40,79,0,76,210,49,116,272,197,164
2022-01-03 23:24:34.457313,29,81,262,248,52,0,49,14,94,178,80,120,241,170,168
2022-01-04 23:24:34.457313,34,87,288,239,77,15,64,27,53,172,38,116,235,208,183
2022-01-05 23:24:34.457313,0,87,231,222,64,2,67,58,70,210,84,179,277,170,160
2022-01-06 23:24:34.457313,65,75,267,260,88,4,119,33,61,210,49,151,242,195,136
2022-01-07 23:24:34.457313,25,85,262,266,97,37,78,0,77,173,74,126,243,191,158
2022-01-08 23:24:34.457313,52,95,285,258,101,28,53,28,70,211,78,111,216,203,167
2022-01-09 23:24:34.457313,5,77,276,230,113,20,118,2,28,202,49,115,230,247,155
2022-01-10 23:24:34.457313,31,49,225,247,98,0,87,15,42,186,71,139,294,217,136
2022-01-11 23:24:34.457313,0,116,270,283,78,18,13,0,57,215,68,118,256,199,135
2022-01-12 23:24:34.457313,0,99,255,265,95,22,82,27,42,167,55,95,243,155,115
2022-01-13 23:24:34.457313,5,134,273,248,50,14,11,40,32,220,76,110,220,235,163
2022-01-14 23:24:34.457313,20,64,269,268,93,22,78,15,45,184,59,118,237,204,149
2022-01-15 23:24:34.457313,39,67,282,213,95,0,78,49,61,197,27,96,219,203,147
2022-01-16 23:24:34.457313,2,41,263,236,92,15,41,0,38,178,45,112,259,189,125
2022-01-17 23:24:34.457313,23,92,243,235,49,13,113,21,67,170,83,130,245,206,163
2022-01-18 23:24:34.457313,11,68,279,262,65,0,45,1,57,221,87,128,237,208,142
2022-01-19 23:24:34.457313,0,94,263,257,91,39,89,48,37,188,69,121,208,174,168
2022-01-20 23:24:34.457313,0,93,219,269,70,3,78,38,52,175,47,114,239,204,117
2022-01-21 23:24:34.457313,0,86,255,269,84,8,85,4,76,192,76,127,249,176,140
2022-01-22 23:24:34.457313,4,99,280,239,93,16,80,0,52,188,92,125,246,193,166
2022-01-23 23:24:34.457313,29,115,190,244,65,0,77,28,80,198,92,101,258,195,167
2022-01-24 23:24:34.457313,0,110,258,234,42,4,71,1,55,173,22,121,228,209,153
2022-01-25 23:24:34.457313,4,84,273,236,70,21,88,36,29,167,56,104,242,212,118
2022-01-26 23:24:34.457313,13,79,253,235,48,41,70,0,15,167,84,140,253,181,153
2022-01-27 23:24:34.457313,19,122,282,239,74,14,81,36,65,187,72,96,242,198,111
2022-01-28 23:24:34.457313,20,82,295,250,33,25,79,0,37,196,97,115,251,195,146
2022-01-29 23:24:34.457313,0,57,238,250,66,14,96,0,23,165,82,108,241,218,136
2022-01-30 23:24:34.457313,3,58,267,277,61,0,93,27,45,190,106,112,281,193,132
2022-01-31 23:24:34.457313,17,87,261,259,93,0,114,0,56,178,34,117,239,200,105
2022-02-01 23:24:34.457313,24,94,272,252,61,14,80,14,50,172,62,112,218,221,150
2022-02-02 23:24:34.457313,5,77,234,247,78,19,93,8,22,173,37,72,231,212,152
2022-02-03 23:24:34.457313,0,77,275,241,103,0,62,24,56,209,81,146,261,175,128
2022-02-04 23:24:34.457313,0,89,243,232,97,0,76,0,49,148,75,152,239,157,143
2022-02-05 23:24:34.457313,7,115,247,255,105,18,65,3,55,158,55,136,228,170,141
2022-02-06 23:24:34.457313,67,90,254,248,111,39,73,9,55,182,77,124,218,173,113
2022-02-07 23:24:34.457313,0,91,241,264,43,25,25,0,72,158,64,59,232,190,109
2022-02-08 23:24:34.457313,0,81,232,205,99,0,59,0,70,161,73,106,232,206,155
2022-02-09 23:24:34.457313,0,124,256,285,92,27,100,15,16,178,70,106,235,222,115
2022-02-10 23:24:34.457313,0,57,281,250,71,0,45,14,64,146,58,117,201,169,139
2022-02-11 23:24:34.457313,16,80,271,269,63,34,67,7,57,185,62,130,259,200,147
2022-02-12 23:24:34.457313,37,120,249,247,68,6,62,16,41,192,102,97,236,246,134
2022-02-13 23:24:34.457313,41,110,220,244,89,15,89,16,62,211,54,103,262,209,142
2022-02-14 23:24:34.457313,3,94,292,234,100,6,97,13,73,189,67,120,262,195,105
2022-02-15 23:24:34.457313,3,86,261,238,84,24,57,11,67,223,80,111,239,177,166
2022-02-16 23:24:34.457313,5,114,293,260,81,0,78,0,31,184,66,113,248,193,140
2022-02-17 23:24:34.457313,30,90,269,254,43,1,120,33,42,164,45,128,207,197,148
2022-02-18 23:24:34.457313,4,84,256,243,85,28,47,29,39,199,67,121,230,169,97
2022-02-19 23:24:34.457313,32,106,261,203,101,0,70,17,87,149,63,95,247,191,168
2022-02-20 23:24:34.457313,0,91,220,278,85,26,60,26,28,158,44,97,289,220,152
2022-02-21 23:24:34.457313,33,60,247,269,47,16,82,5,50,156,67,119,289,183,151
2022-02-22 23:24:34.457313,1,101,270,264,58,33,87,24,24,203,89,142,265,205,126
2022-02-23 23:24:34.457313,7,109,297,217,96,0,34,0,26,192,77,89,252,187,151
2022-02-24 23:24:34.457313,0,89,268,265,52,26,58,26,49,192,88,115,166,160,148
2022-02-25 23:24:34.457313,0,117,205,253,89,0,67,4,60,169,94,112,218,208,142
2022-02-26 23:24:34.457313,0,78,263,228,59,0,47,15,47,206,67,125,212,201,148
2022-02-27 23:24:34.457313,0,97,247,248,111,14,44,19,89,208,73,135,236,182,161
2022-02-28 23:24:34.457313,5,130,279,249,103,12,98,29,58,203,28,94,283,207,159
2022-03-01 23:24:34.457313,28,104,298,204,100,27,74,10,60,206,53,156,218,211,132
2022-03-02 23:24:34.457313,14,111,265,297,65,16,95,13,37,210,76,102,241,232,156
2022-03-03 23:24:34.457313,13,28,241,230,128,0,71,40,49,229,38,112,269,167,118
2022-03-04 23:24:34.457313,33,93,258,240,89,24,55,29,90,196,60,152,262,198,139
2022-03-05 23:24:34.457313,0,99,271,225,81,42,37,35,7,185,79,163,243,224,136
2022-03-06 23:24:34.457313,7,124,245,221,82,0,106,43,38,170,83,123,208,146,162
2022-03-07 23:24:34.457313,17,89,253,254,75,42,68,16,84,219,73,96,231,200,136
2022-03-08 23:24:34.457313,24,89,259,277,90,18,57,45,48,175,61,90,260,202,163
2022-03-09 23:24:34.457313,32,91,199,217,65,50,60,7,40,176,48,113,250,197,165
2022-03-10 23:24:34.457313,18,85,237,256,89,1,81,50,20,197,74,75,246,204,173
2022-03-11 23:24:34.457313,10,105,239,245,42,0,86,8,68,191,60,134,244,193,153
2022-03-12 23:24:34.457313,1,85,243,216,64,3,87,34,42,158,69,108,256,186,147
2022-03-13 23:24:34.457313,0,138,258,242,32,27,98,0,48,198,50,155,256,240,132
2022-03-14 23:24:34.457313,20,86,278,241,92,0,83,20,59,194,58,119,231,215,166
2022-03-15 23:24:34.457313,3,112,251,295,148,27,70,38,50,232,42,118,209,218,146
2022-03-16 23:24:34.457313,0,115,271,296,105,6,60,41,46,223,38,131,264,184,128
2022-03-17 23:24:34.457313,18,119,245,258,99,0,68,0,73,171,111,137,288,172,169
2022-03-18 23:24:34.457313,4,112,263,241,92,0,95,47,74,190,54,79,231,215,138
2022-03-19 23:24:34.457313,5,75,275,271,121,77,103,30,31,205,103,130,249,173,162
2022-03-20 23:24:34.457313,16,102,255,263,59,46,77,16,60,178,78,115,265,199,127
2022-03-21 23:24:34.457313,0,132,276,231,96,21,105,15,49,224,98,100,268,166,155
2022-03-22 23:24:34.457313,60,92,302,232,87,14,85,31,66,212,83,111,268,200,144
2022-03-23 23:24:34.457313,86,91,270,248,60,27,70,44,56,214,36,130,245,216,117
2022-03-24 23:24:34.457313,6,82,261,234,115,14,99,23,43,211,106,121,247,213,180
2022-03-25 23:24:34.457313,14,85,298,222,79,96,83,19,54,189,110,88,239,188,138
2022-03-26 23:24:34.457313,17,134,296,244,113,13,125,45,108,213,76,114,241,207,153
2022-03-27 23:24:34.457313,58,86,253,241,124,30,103,33,85,203,89,171,242,184,166
2022-03-28 23:24:34.457313,8,39,288,261,94,39,111,65,64,212,65,85,245,170,155
2022-03-29 23:24:34.457313,40,102,271,238,100,16,100,48,64,241,78,125,253,186,150
2022-03-30 23:24:34.457313,26,94,312,221,120,16,106,53,63,168,104,83,272,242,156
2022-03-31 23:24:34.457313,20,109,284,258,107,47,61,25,65,191,59,89,307,222,131
2022-04-01 23:24:34.457313,23,113,277,258,105,33,110,0,104,184,109,120,273,190,151
2022-04-02 23:24:34.457313,11,125,322,200,108,71,93,12,85,188,56,152,291,191,154
2022-04-03 23:24:34.457313,11,116,270,271,87,20,117,8,40,181,95,168,252,227,135
2022-04-04 23:24:34.457313,19,118,310,288,100,31,79,33,70,207,71,131,215,191,151
2022-04-05 23:24:34.457313,47,103,259,245,89,0,96,10,93,201,91,109,229,243,136
2022-04-06 23:24:34.457313,46,103,291,270,141,52,103,52,47,177,79,136,290,211,157
2022-04-07 23:24:34.457313,0,108,269,293,94,47,76,39,36,175,69,165,251,201,147
2022-04-08 23:24:34.457313,35,142,300,248,60,43,108,45,52,202,99,142,276,202,172
2022-04-09 23:24:34.457313,34,116,287,248,97,23,125,22,90,203,55,134,252,227,161
2022-04-10 23:24:34.457313,0,122,265,250,97,33,151,32,58,182,86,116,243,189,149
2022-04-11 23:24:34.457313,45,100,309,239,90,77,113,20,66,227,86,97,244,214,181
2022-04-12 23:24:34.457313,65,114,345,265,148,51,87,36,53,206,90,166,271,204,170
2022-04-13 23:24:34.457313,53,78,301,281,74,55,108,39,70,172,70,170,246,232,143
2022-04-14 23:24:34.457313,58,130,282,264,140,49,92,13,92,165,82,132,256,209,164
2022-04-15 23:24:34.457313,33,153,279,279,97,60,99,48,60,187,94,126,265,220,195
2022-04-16 23:24:34.457313,31,96,297,232,103,62,73,57,85,204,47,162,226,224,167
2022-04-17 23:24:34.457313,37,161,307,210,144,58,114,9,60,199,90,146,235,224,191
2022-04-18 23:24:34.457313,9,143,289,267,72,22,125,80,59,238,66,151,295,209,181
2022-04-19 23:24:34.457313,19,109,314,241,113,44,125,38,84,191,82,167,277,195,176
2022-04-20 23:24:34.457313,13,140,336,265,90,26,139,60,104,238,96,137,296,192,184
2022-04-21 23:24:34.457313,44,132,278,263,146,34,131,25,62,193,91,139,255,181,172
2022-04-22 23:24:34.457313,22,125,283,265,145,34,124,32,57,168,67,127,259,250,231
2022-04-23 23:24:34.457313,64,114,306,262,110,42,99,62,57,187,68,158,289,246,197
2022-04-24 23:24:34.457313,32,138,294,266,112,19,142,70,102,226,82,165,275,183,165
2022-04-25 23:24:34.457313,53,159,275,263,143,59,113,54,26,214,61,150,269,206,143
2022-04-26 23:24:34.457313,34,110,301,295,122,54,120,38,69,192,109,173,254,190,181
2022-04-27 23:24:34.457313,46,121,296,280,111,60,118,63,38,187,77,175,267,239,119
2022-04-28 23:24:34.457313,22,125,295,262,97,32,91,75,54,218,76,128,282,217,193
2022-04-29 23:24:34.457313,49,128,302,289,141,51,97,67,65,186,85,134,235,201,190
2022-04-30 23:24:34.457313,35,143,289,276,104,89,109,79,98,212,108,146,267,199,160
2022-05-01 23:24:34.457313,79,89,305,295,128,20,104,63,67,214,72,138,301,222,180
2022-05-02 23:24:34.457313,42,153,339,266,126,36,129,50,61,195,82,132,289,208,194
2022-05-03 23:24:34.457313,51,155,308,282,187,40,121,83,105,191,66,132,256,155,212
2022-05-04 23:24:34.457313,54,154,312,277,114,57,112,109,73,170,115,182,269,216,196
2022-05-05 23:24:34.457313,57,125,307,288,123,46,127,62,81,213,87,150,287,217,176
2022-05-06 23:24:34.457313,57,109,316,285,97,40,131,66,75,246,95,155,270,206,178
2022-05-07 23:24:34.457313,26,134,282,247,120,39,150,75,67,209,59,127,252,230,194
2022-05-08 23:24:34.457313,71,150,298,273,117,33,135,76,88,224,72,143,299,193,236
2022-05-09 23:24:34.457313,50,151,285,262,100,35,140,69,50,190,125,139,275,212,176
2022-05-10 23:24:34.457313,81,93,323,244,154,60,117,20,85,207,87,174,287,237,179
2022-05-11 23:24:34.457313,64,135,323,227,112,26,82,74,36,200,94,159,271,204,184
2022-05-12 23:24:34.457313,50,168,280,285,115,86,105,54,74,223,110,151,291,206,191
2022-05-13 23:24:34.457313,53,154,343,258,125,48,122,53,53,211,85,159,227,227,153
2022-05-14 23:24:34.457313,58,138,331,282,117,62,107,57,52,209,110,108,295,239,178
2022-05-15 23:24:34.457313,20,122,292,290,135,39,163,45,69,238,133,196,280,236,226
2022-05-16 23:24:34.457313,71,135,320,266,149,75,108,56,87,204,89,170,268,198,184
2022-05-17 23:24:34.457313,63,124,309,283,127,57,125,59,94,213,79,179,275,224,202
2022-05-18 23:24:34.457313,36,142,309,262,130,50,131,48,75,209,92,167,268,224,190
2022-05-19 23:24:34.457313,0,139,304,252,116,82,122,58,57,229,130,177,296,229,195
2022-05-20 23:24:34.457313,32,164,308,254,82,81,113,71,70,208,97,180,262,209,173
2022-05-21 23:24:34.457313,10,137,330,278,151,52,129,73,69,211,111,179,268,187,199
2022-05-22 23:24:34.457313,14,137,300,279,142,63,131,59,75,176,70,169,269,189,231
2022-05-23 23:24:34.457313,40,154,321,258,135,65,114,30,69,214,86,144,275,215,191
2022-05-24 23:24:34.457313,48,134,354,248,130,52,120,63,66,226,125,178,255,227,208
2022-05-25 23:24:34.457313,74,173,334,290,138,73,130,44,57,226,107,157,274,229,252
2022-05-26 23:24:34.457313,73,173,319,227,120,40,124,96,76,219,106,173,272,223,179
2022-05-27 23:24:34.457313,36,162,347,258,132,35,112,76,72,233,134,149,228,220,177
2022-05-28 23:24:34.457313,57,140,287,296,142,22,106,37,47,210,73,155,267,214,227
2022-05-29 23:24:34.457313,54,134,295,250,123,76,132,59,91,222,78,137,287,225,187
2022-05-30 23:24:34.457313,78,134,321,280,116,67,141,57,73,209,86,174,245,188,179
2022-05-31 23:24:34.457313,29,178,331,281,127,90,133,77,104,222,77,131,270,232,186
2022-06-01 23:24:34.457313,63,135,339,261,122,65,162,48,92,227,118,192,321,204,184
2022-06-02 23:24:34.457313,85,134,318,279,110,31,175,68,91,218,59,165,228,226,195
2022-06-03 23:24:34.457313,62,145,312,274,143,40,121,93,89,196,74,174,280,248,172
2022-06-04 23:24:34.457313,53,160,300,278,127,60,137,69,91,241,112,145,250,198,219
2022-06-05 23:24:34.457313,52,145,312,286,142,25,118,35,110,203,71,167,255,191,208
2022-06-06 23:24:34.457313,23,172,299,277,135,70,121,88,40,197,124,156,276,217,235
2022-06-07 23:24:34.457313,34,147,324,279,155,75,137,84,92,258,96,151,262,267,202
2022-06-08 23:24:34.457313,51,173,309,315,125,71,135,51,115,204,89,164,272,275,184
2022-06-09 23:24:34.457313,23,130,342,275,156,104,147,89,75,204,78,123,269,180,205
2022-06-10 23:24:34.457313,65,140,310,295,122,93,113,42,53,250,86,163,287,214,226
2022-06-11 23:24:34.457313,18,159,334,295,140,23,107,82,83,243,120,150,293,194,178
2022-06-12 23:24:34.457313,37,139,302,261,139,52,125,93,64,198,72,155,312,226,205
2022-06-13 23:24:34.457313,84,145,315,247,117,39,135,62,84,181,81,143,242,237,203
2022-06-14 23:24:34.457313,70,167,323,274,149,92,152,69,97,241,48,151,303,197,225
2022-06-15 23:24:34.457313,43,133,279,242,157,53,132,73,76,210,72,135,281,235,195
2022-06-16 23:24:34.457313,87,159,327,253,108,78,177,65,53,206,101,175,243,197,155
2022-06-17 23:24:34.457313,86,165,333,297,138,79,134,36,47,199,96,167,274,193,185
2022-06-18 23:24:34.457313,85,135,310,303,173,68,125,93,47,205,99,171,260,217,204
2022-06-19 23:24:34.457313,23,146,362,282,107,40,133,87,107,226,76,167,268,232,254
2022-06-20 23:24:34.457313,72,132,300,259,159,17,121,71,37,225,89,169,290,204,198
2022-06-21 23:24:34.457313,63,129,333,276,139,52,120,51,69,213,104,155,252,219,186
2022-06-22 23:24:34.457313,24,130,277,249,123,52,106,71,34,226,78,155,322,237,180
2022-06-23 23:24:34.457313,67,173,341,255,115,54,163,66,100,242,51,169,251,227,204
2022-06-24 23:24:34.457313,47,141,314,302,117,40,133,77,117,228,109,191,276,210,210
2022-06-25 23:24:34.457313,41,144,346,294,122,61,132,62,96,178,99,149,290,210,208
2022-06-26 23:24:34.457313,84,134,296,308,95,67,130,80,74,218,117,167,283,177,198
2022-06-27 23:24:34.457313,48,130,315,284,148,74,138,88,77,200,94,132,279,226,190
2022-06-28 23:24:34.457313,40,130,288,269,115,34,142,75,76,212,98,149,270,224,177
2022-06-29 23:24:34.457313,29,176,313,256,112,56,117,41,85,234,34,158,252,234,215
2022-06-30 23:24:34.457313,44,129,309,284,144,77,127,78,74,205,121,133,289,223,212
2022-07-01 23:24:34.457313,54,142,319,293,95,54,141,43,96,223,93,152,292,202,186
2022-07-02 23:24:34.457313,63,115,303,264,128,63,150,82,65,198,60,148,310,194,190
2022-07-03 23:24:34.457313,20,124,287,230,130,118,117,78,44,214,106,157,272,205,178
2022-07-04 23:24:34.457313,1,83,324,274,90,54,129,49,108,226,115,142,298,198,225
2022-07-05 23:24:34.457313,47,160,319,240,94,25,113,78,88,215,98,136,255,210,197
2022-07-06 23:24:34.457313,52,104,300,245,114,46,141,34,76,188,85,158,262,214,182
2022-07-07 23:24:34.457313,28,143,303,268,128,54,115,80,113,216,107,155,251,225,235
2022-07-08 23:24:34.457313,45,148,320,286,131,52,124,47,89,234,125,173,249,203,186
2022-07-09 23:24:34.457313,48,159,288,251,108,34,146,58,59,190,66,157,280,208,185
2022-07-10 23:24:34.457313,61,153,280,281,121,68,91,42,86,215,103,173,235,210,207
2022-07-11 23:24:34.457313,34,134,297,255,166,71,136,70,45,224,68,113,280,194,224
2022-07-12 23:24:34.457313,33,152,312,278,138,71,109,28,45,196,96,150,263,232,181
2022-07-13 23:24:34.457313,102,107,308,248,100,48,99,40,77,194,89,157,283,202,175
2022-07-14 23:24:34.457313,31,140,321,276,135,58,85,55,73,196,81,151,269,224,194
2022-07-15 23:24:34.457313,56,150,303,272,88,63,119,42,94,201,84,156,270,209,190
2022-07-16 23:24:34.457313,85,141,291,249,144,40,87,69,91,214,71,155,230,236,190
2022-07-17 23:24:34.457313,12,141,296,241,148,35,124,77,85,185,71,169,259,240,192
2022-07-18 23:24:34.457313,37,95,318,256,123,51,93,40,66,235,54,135,265,204,198
2022-07-19 23:24:34.457313,13,125,327,256,73,45,101,35,78,167,75,182,292,257,178
2022-07-20 23:24:34.457313,43,147,274,250,129,7,115,32,47,211,82,138,262,200,184
2022-07-21 23:24:34.457313,68,151,297,269,124,53,71,61,104,173,69,128,264,220,179
2022-07-22 23:24:34.457313,47,106,326,256,120,19,139,58,66,168,81,177,267,181,163
2022-07-23 23:24:34.457313,43,138,293,264,105,15,70,52,104,171,56,145,286,232,209
2022-07-24 23:24:34.457313,9,126,260,246,130,65,150,43,94,216,126,133,248,221,169
2022-07-25 23:24:34.457313,70,142,267,257,104,55,129,34,52,183,90,106,299,244,188
2022-07-26 23:24:34.457313,55,112,288,262,124,41,93,85,84,233,101,144,256,187,162
2022-07-27 23:24:34.457313,17,147,317,254,134,80,107,3,91,207,98,192,252,235,183
2022-07-28 23:24:34.457313,28,103,302,258,94,0,99,27,54,219,79,152,284,188,193
2022-07-29 23:24:34.457313,40,136,308,231,122,80,99,57,92,169,80,128,291,198,186
2022-07-30 23:24:34.457313,5,132,272,256,127,6,128,80,80,209,111,111,264,203,158
2022-07-31 23:24:34.457313,52,102,317,259,100,56,106,41,81,212,87,131,257,196,175
2022-08-01 23:24:34.457313,45,147,309,217,114,44,123,24,72,167,94,173,284,206,179
2022-08-02 23:24:34.457313,69,109,320,299,96,40,112,33,87,196,80,135,226,228,173
2022-08-03 23:24:34.457313,37,172,287,273,110,41,116,23,65,213,103,144,274,187,172
2022-08-04 23:24:34.457313,60,129,299,275,103,41,126,25,63,202,37,150,249,193,187
2022-08-05 23:24:34.457313,55,158,315,238,171,40,90,53,22,214,77,157,245,213,136
2022-08-06 23:24:34.457313,34,146,289,261,90,59,134,63,73,198,68,121,284,198,184
2022-08-07 23:24:34.457313,57,111,250,232,146,26,123,0,82,220,75,117,268,208,199
2022-08-08 23:24:34.457313,15,148,282,286,119,31,84,31,65,192,60,99,272,216,198
2022-08-09 23:24:34.457313,48,132,322,303,119,45,105,47,62,212,71,136,257,228,135
2022-08-10 23:24:34.457313,56,102,283,277,106,15,96,8,82,204,79,126,249,205,188
2022-08-11 23:24:34.457313,21,73,285,262,82,51,79,53,88,205,68,127,240,213,139
2022-08-12 23:24:34.457313,37,139,291,271,108,46,95,56,37,183,98,131,287,185,163
2022-08-13 23:24:34.457313,30,110,289,251,98,47,107,37,51,196,77,159,250,215,174
2022-08-14 23:24:34.457313,0,107,267,273,125,7,125,0,70,185,89,125,275,202,166
2022-08-15 23:24:34.457313,0,122,265,278,79,14,112,30,50,174,78,133,234,186,131
2022-08-16 23:24:34.457313,32,104,293,267,86,56,76,32,68,176,78,124,266,240,183
2022-08-17 23:24:34.457313,38,118,263,284,110,36,63,25,97,194,53,145,283,201,204
2022-08-18 23:24:34.457313,23,74,252,270,108,12,98,10,75,189,64,102,267,237,158
2022-08-19 23:24:34.457313,0,101,259,291,108,33,130,46,59,203,66,106,270,189,203
2022-08-20 23:24:34.457313,41,126,268,275,68,28,79,4,62,202,62,137,248,205,173
2022-08-21 23:24:34.457313,46,118,290,257,111,13,84,7,60,184,132,129,243,189,140
2022-08-22 23:24:34.457313,11,143,263,271,59,32,117,37,81,216,90,146,248,242,113
2022-08-23 23:24:34.457313,24,80,288,239,52,50,88,24,70,178,63,125,230,190,147
2022-08-24 23:24:34.457313,29,83,287,247,83,0,93,3,63,187,77,144,218,214,152
2022-08-25 23:24:34.457313,31,73,246,265,96,35,104,37,40,216,61,117,246,211,124
2022-08-26 23:24:34.457313,31,110,254,244,103,38,107,48,84,200,56,92,247,202,137
2022-08-27 23:24:34.457313,0,115,299,214,122,36,114,55,59,214,67,164,281,185,225
2022-08-28 23:24:34.457313,34,81,281,264,70,44,86,11,77,248,64,134,250,229,145
2022-08-29 23:24:34.457313,0,115,249,238,102,45,106,43,38,197,39,96,282,200,139
2022-08-30 23:24:34.457313,1,59,291,233,89,8,66,50,51,210,98,117,263,190,137
2022-08-31 23:24:34.457313,30,90,290,242,85,21,108,56,77,201,91,144,270,214,146
2022-09-01 23:24:34.457313,16,54,287,274,78,9,105,32,49,188,60,119,267,214,146
2022-09-02 23:24:34.457313,6,85,267,256,136,46,67,11,55,159,75,148,261,194,162
2022-09-03 23:24:34.457313,15,111,275,251,89,35,61,22,50,197,72,124,248,220,142
2022-09-04 23:24:34.457313,16,75,267,238,92,13,90,0,40,154,55,138,251,227,114
2022-09-05 23:24:34.457313,5,109,277,243,73,58,75,31,54,170,55,118,237,238,123
2022-09-06 23:24:34.457313,21,98,272,254,57,13,72,32,78,182,87,122,221,193,150
2022-09-07 23:24:34.457313,0,86,279,254,69,21,75,32,30,175,102,126,236,194,144
2022-09-08 23:24:34.457313,0,75,261,243,97,25,119,29,73,191,68,137,264,230,186
2022-09-09 23:24:34.457313,3,106,263,244,84,8,99,0,0,163,60,119,237,204,135
2022-09-10 23:24:34.457313,1,52,266,228,120,38,78,6,49,163,56,145,212,202,127
2022-09-11 23:24:34.457313,25,85,290,263,71,29,69,0,81,157,54,133,268,172,149
2022-09-12 23:24:34.457313,15,82,235,286,94,4,72,29,72,147,65,133,228,185,128
2022-09-13 23:24:34.457313,0,103,251,271,118,35,99,14,48,178,106,93,258,196,111
2022-09-14 23:24:34.457313,23,91,245,250,55,4,36,17,50,172,63,111,211,192,117
2022-09-15 23:24:34.457313,3,85,272,245,96,0,90,0,92,166,70,96,248,204,110
2022-09-16 23:24:34.457313,8,109,252,247,70,30,97,69,50,188,85,123,283,218,177
2022-09-17 23:24:34.457313,0,57,267,251,77,47,69,0,80,170,66,97,255,198,126
2022-09-18 23:24:34.457313,7,78,263,237,85,24,85,0,59,210,80,112,246,186,137
2022-09-19 23:24:34.457313,34,102,226,212,66,30,79,22,92,193,84,137,254,209,126
2022-09-20 23:24:34.457313,49,104,256,227,78,0,74,3,41,201,73,91,253,205,137
2022-09-21 23:24:34.457313,0,80,261,273,74,26,37,0,39,176,60,99,227,225,125
2022-09-22 23:24:34.457313,19,102,276,240,22,38,40,17,22,138,94,126,268,162,134
2022-09-23 23:24:34.457313,0,58,268,269,54,0,67,3,28,161,51,129,258,184,150
2022-09-24 23:24:34.457313,8,55,251,231,84,5,62,55,49,187,55,115,227,203,138
2022-09-25 23:24:34.457313,0,71,269,264,80,30,92,26,51,223,68,124,256,186,127
2022-09-26 23:24:34.457313,32,88,245,260,103,2,64,0,40,179,41,112,266,224,160
2022-09-27 23:24:34.457313,0,86,244,253,75,0,59,36,7,210,75,127,236,217,152
2022-09-28 23:24:34.457313,0,85,238,249,71,26,61,8,56,159,94,109,252,177,133
2022-09-29 23:24:34.457313,28,103,253,263,74,10,90,19,42,190,85,106,226,182,123
